non-specific sequence^length^description^weighted e value^score^adjusted score^e value
gi|83773738|dbj|AP007169.1|^58^Aspergillus oryzae RIB40 DNA, SC038^3.06903e+27^92.0^1.5862068965517242^3.06903e-10
gi|315040568|ref|XM_003169614.1|^550^Arthroderma gypseum CBS 118893 C-4 methylsterol oxidase (MGYG_08571) mRNA, partial cds^0.0^922.0^1.6763636363636363^0.0
gi|77377679|gb|DQ192518.1|^333^Penicillium chrysogenum strain AS-P-78 hypothetical protein genes, complete cds; penicillin gene cluster, complete sequence; and hypothetical protein genes, partial cds^4.23973e-98^552.0^1.6576576576576576^4.23973e-135
gi|1026954206|ref|XM_016738349.1|^1863^Penicillium expansum hypothetical protein mRNA^0.0^2586.0^1.3880837359098228^0.0
gi|77377679|gb|DQ192518.1|^176^Penicillium chrysogenum strain AS-P-78 hypothetical protein genes, complete cds; penicillin gene cluster, complete sequence; and hypothetical protein genes, partial cds^3.4924999999999995e-23^276.0^1.5681818181818181^3.4925e-60
gi|169781971|ref|XM_001825397.1|^181^Aspergillus oryzae RIB40 acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase subunit, mRNA^0.00122008^204.0^1.12707182320442^1.22008e-40
gi|211588786|emb|AM920436.1|^58^Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c21^3.7388499999999996e+28^88.0^1.5172413793103448^3.73885e-09
gi|238498823|ref|XM_002380606.1|^181^Aspergillus flavus NRRL3357 acyl-coenzyme A:Isopenicillin N acyltransferase PenDE, mRNA^0.00122008^204.0^1.12707182320442^1.22008e-40
gi|211588786|emb|AM920436.1|^143^Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c21^48589.399999999994^176.0^1.2307692307692308^4.85894e-33
gi|83773738|dbj|AP007169.1|^62^Aspergillus oryzae RIB40 DNA, SC038^4.8632299999999995e+23^106.0^1.7096774193548387^4.86323e-14
gi|169781971|ref|XM_001825397.1|^710^Aspergillus oryzae RIB40 acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase subunit, mRNA^0.0^836.0^1.1774647887323944^0.0
gi|992085625|ref|XM_015553176.1|^11230^Aspergillus nomius NRRL 13137 N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase mRNA^0.0^10838.0^0.965093499554764^0.0
gi|211588786|emb|AM920436.1|^435^Penicillium chrysogenum Wisconsin 54-1255 complete genome, contig Pc00c21^2.8567099999999997e-100^560.0^1.2873563218390804^2.85671e-137
gi|169781969|ref|XM_001825396.1|^991^Aspergillus oryzae RIB40 isopenicillin N synthase, mRNA^0.0^1274.0^1.2855701311806256^0.0
gi|148793075|gb|EF601124.1|^435^Penicillium chrysogenum strain Wisconsin 54-1255 penicillin biosynthetic gene cluster, partial sequence^1.47981e-97^550.0^1.264367816091954^1.47981e-134
gi|169183|gb|M57425.1|PECPCB^435^P.chrysogenum alpha-aminoadypil-cysteinyl-valine synthetase (pcbAB) gene, partial cds^2.8567099999999997e-100^560.0^1.2873563218390804^2.85671e-137
gi|255956730|ref|XM_002569072.1|^883^Penicillium chrysogenum Wisconsin 54-1255 hypothetical protein (Pc21g21430) mRNA, partial cds^0.0^1768.0^2.002265005662514^0.0
gi|255956710|ref|XM_002569062.1|^464^Penicillium chrysogenum Wisconsin 54-1255 hypothetical protein (Pc21g21320) mRNA, partial cds^0.0^930.0^2.0043103448275863^0.0
