non-specific sequence^length^description^weighted e value^score^adjusted score^e value
gi|951301122|gb|CP013140.1|^324^Lysobacter enzymogenes strain C3 genome^17030600.0^164.0^0.5061728395061729^1.70306e-30
gi|951715918|gb|CP011131.1|^481^Lysobacter gummosus strain 3.2.11, partial genome^30792000000.0^152.0^0.316008316008316^3.0792e-27
gi|299073288|emb|FP885907.1|^257^Ralstonia solanacearum CFBP2957 plasmid RCFBPv3_mp, partial genome^8822050000.0^154.0^0.5992217898832685^8.82205e-28
gi|689271676|gb|CP003811.1|^313^Methylobacterium oryzae CBMB20, partial genome^0.0100571^198.0^0.6325878594249201^1.00571e-39
gi|951306652|gb|CP013141.1|^306^Lysobacter antibioticus strain ATCC 29479 genome^1397950.0^168.0^0.5490196078431373^1.39795e-31
gi|689271676|gb|CP003811.1|^313^Methylobacterium oryzae CBMB20, partial genome^0.0100571^198.0^0.6325878594249201^1.00571e-39
gi|689271676|gb|CP003811.1|^313^Methylobacterium oryzae CBMB20, partial genome^0.0100571^198.0^0.6325878594249201^1.00571e-39
gi|347668095|gb|JN596952.1|^269^Lysobacter enzymogenes strain OH11 WAPS biosynthetic gene cluster, partial sequence^18.1836^186.0^0.6914498141263941^1.81836e-36
gi|749800189|gb|KP006601.1|^379^Eleftheria terrae teixobactin gene cluster, partial sequence^773.187^180.0^0.47493403693931396^7.73187e-35
gi|730587126|gb|CP009747.1|^294^Pseudomonas parafulva strain CRS01-1, partial genome^8822050000.0^154.0^0.5238095238095238^8.82205e-28
gi|772904020|gb|CP009323.1|^381^Burkholderia gladioli strain ATCC 10248 chromosome 1, partial sequence^8.81427e-10^224.0^0.5879265091863517^8.81427e-47
gi|347668095|gb|JN596952.1|^255^Lysobacter enzymogenes strain OH11 WAPS biosynthetic gene cluster, partial sequence^207475000.0^160.0^0.6274509803921569^2.07475e-29
gi|951715918|gb|CP011131.1|^360^Lysobacter gummosus strain 3.2.11, partial genome^1397950.0^168.0^0.4666666666666667^1.39795e-31
gi|992085625|ref|XM_015553176.1|^862^Aspergillus nomius NRRL 13137 N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase mRNA^4.26883e-39^332.0^0.3851508120649652^4.26883e-76
gi|146403799|gb|CP000494.1|^245^Bradyrhizobium sp. BTAi1, partial genome^1397950.0^168.0^0.6857142857142857^1.39795e-31
gi|520999024|gb|CP003969.1|^306^Sorangium cellulosum So0157-2, partial genome^8822050000.0^154.0^0.5032679738562091^8.82205e-28
gi|469775917|gb|CP004013.1|^270^Ralstonia solanacearum FQY_4 megaplasmid, partial sequence^724158000.0^158.0^0.5851851851851851^7.24158e-29
gi|951301122|gb|CP013140.1|^255^Lysobacter enzymogenes strain C3 genome^375123000000.0^148.0^0.5803921568627451^3.75123e-26
gi|469775917|gb|CP004013.1|^270^Ralstonia solanacearum FQY_4 megaplasmid, partial sequence^400521.0^170.0^0.6296296296296297^4.00521e-32
gi|951306652|gb|CP013141.1|^310^Lysobacter antibioticus strain ATCC 29479 genome^30792000000.0^152.0^0.49032258064516127^3.0792e-27
gi|826168461|gb|CP011371.1|^231^[Polyangium] brachysporum strain DSM 7029, partial genome^59442500.0^162.0^0.7012987012987013^5.94425e-30
gi|520999024|gb|CP003969.1|^247^Sorangium cellulosum So0157-2, partial genome^400521.0^170.0^0.6882591093117408^4.00521e-32
gi|469775917|gb|CP004013.1|^339^Ralstonia solanacearum FQY_4 megaplasmid, partial sequence^724158000.0^158.0^0.46607669616519176^7.24158e-29
gi|930571144|gb|CP012688.1|^270^Ralstonia solanacearum strain UY031 plasmid, partial sequence^8822050000.0^154.0^0.5703703703703704^8.82205e-28
gi|520999024|gb|CP003969.1|^309^Sorangium cellulosum So0157-2, partial genome^221.522^182.0^0.5889967637540453^2.21522e-35
gi|930568023|gb|CP012687.1|^311^Ralstonia solanacearum strain UY031, partial genome^114751.0^172.0^0.5530546623794212^1.14751e-32
gi|33390788|gb|AY271632.1|^662^Amycolatopsis lactamdurans isolate AAL18 putative NRPS gene, partial cds^2.87631e-41^340.0^0.513595166163142^2.87631e-78
gi|930568023|gb|CP012687.1|^270^Ralstonia solanacearum strain UY031, partial genome^8822050000.0^154.0^0.5703703703703704^8.82205e-28
gi|365804155|gb|CP003219.1|^1230^Streptomyces cattleya DSM 46488, partial genome^1.0738e-08^220.0^0.17886178861788618^1.0738e-45
gi|951301122|gb|CP013140.1|^270^Lysobacter enzymogenes strain C3 genome^724158000.0^158.0^0.5851851851851851^7.24158e-29
gi|951301122|gb|CP013140.1|^316^Lysobacter enzymogenes strain C3 genome^30792000000.0^152.0^0.4810126582278481^3.0792e-27
gi|826168461|gb|CP011371.1|^351^[Polyangium] brachysporum strain DSM 7029, partial genome^4.875029999999999e-13^236.0^0.6723646723646723^4.87503e-50
gi|951715918|gb|CP011131.1|^349^Lysobacter gummosus strain 3.2.11, partial genome^0.12252^194.0^0.5558739255014327^1.2252e-38
gi|951306652|gb|CP013141.1|^305^Lysobacter antibioticus strain ATCC 29479 genome^375123000000.0^148.0^0.4852459016393443^3.75123e-26
gi|30407128|emb|AL646053.1|^270^Ralstonia solanacearum GMI1000 megaplasmid partial sequence^724158000.0^158.0^0.5851851851851851^7.24158e-29
gi|930571144|gb|CP012688.1|^367^Ralstonia solanacearum strain UY031 plasmid, partial sequence^1.39672e-13^238.0^0.6485013623978202^1.39672e-50
gi|337764029|emb|FQ859185.1|^357^Streptomyces cattleya str. NRRL 8057 main chromosome, partial genome^114751.0^172.0^0.48179271708683474^1.14751e-32
gi|30407128|emb|AL646053.1|^261^Ralstonia solanacearum GMI1000 megaplasmid partial sequence^9419.34^176.0^0.6743295019157088^9.41934e-34
gi|951715918|gb|CP011131.1|^355^Lysobacter gummosus strain 3.2.11, partial genome^5.20969^188.0^0.5295774647887324^5.20969e-37
gi|951301122|gb|CP013140.1|^296^Lysobacter enzymogenes strain C3 genome^1397950.0^168.0^0.5675675675675675^1.39795e-31
gi|1752727|dbj|D50308.1|^625^Lysobacter lactamgenus DNA for alpha-aminoadipyl-cysteinyl-valine synthetase, partial cds^0.0028813999999999997^200.0^0.32^2.8814e-40
gi|1036556009|gb|CP015851.1|^231^Ralstonia solanacearum strain YC40-M plasmid, partial sequence^375123000000.0^148.0^0.6406926406926406^3.75123e-26
gi|951301122|gb|CP013140.1|^268^Lysobacter enzymogenes strain C3 genome^5.20969^188.0^0.7014925373134329^5.20969e-37
gi|959220006|emb|LN899824.1|^307^Ralstonia solanacearum genome assembly 9 genomes, chromosome : VI^1397950.0^168.0^0.5472312703583062^1.39795e-31
gi|959220006|emb|LN899824.1|^270^Ralstonia solanacearum genome assembly 9 genomes, chromosome : VI^8822050000.0^154.0^0.5703703703703704^8.82205e-28
gi|1046920989|gb|CP016559.1|^574^Streptomyces clavuligerus strain F613-1, partial genome^0.0028813999999999997^200.0^0.34843205574912894^2.8814e-40
gi|1752727|dbj|D50308.1|^348^Lysobacter lactamgenus DNA for alpha-aminoadipyl-cysteinyl-valine synthetase, partial cds^1.4926^190.0^0.5459770114942529^1.4926e-37
gi|826168461|gb|CP011371.1|^309^[Polyangium] brachysporum strain DSM 7029, partial genome^18.1836^186.0^0.6019417475728155^1.81836e-36
gi|578005119|gb|CP007155.1|^354^Kutzneria albida DSM 43870, partial genome^3.28477e-15^244.0^0.6892655367231638^3.28477e-52
gi|826168461|gb|CP011371.1|^302^[Polyangium] brachysporum strain DSM 7029, partial genome^32876.700000000004^174.0^0.5761589403973509^3.28767e-33
gi|30407128|emb|AL646053.1|^307^Ralstonia solanacearum GMI1000 megaplasmid partial sequence^1.94147e-05^208.0^0.6775244299674267^1.94147e-42
gi|951301122|gb|CP013140.1|^311^Lysobacter enzymogenes strain C3 genome^107475000000.0^150.0^0.48231511254019294^1.07475e-26
gi|33390792|gb|AY271634.1|^716^Amycolatopsis lactamdurans isolate AAL20 putative NRPS gene, partial cds^8.21171e-118^622.0^0.8687150837988827^8.21171e-155
gi|520999024|gb|CP003969.1|^258^Sorangium cellulosum So0157-2, partial genome^107475000000.0^150.0^0.5813953488372093^1.07475e-26
gi|826168461|gb|CP011371.1|^231^[Polyangium] brachysporum strain DSM 7029, partial genome^59442500.0^162.0^0.7012987012987013^5.94425e-30
gi|826168461|gb|CP011371.1|^253^[Polyangium] brachysporum strain DSM 7029, partial genome^2527560000.0^156.0^0.616600790513834^2.52756e-28
gi|689271676|gb|CP003811.1|^313^Methylobacterium oryzae CBMB20, partial genome^0.00023651999999999996^204.0^0.6517571884984026^2.3652e-41
gi|520999024|gb|CP003969.1|^301^Sorangium cellulosum So0157-2, partial genome^17030600.0^164.0^0.5448504983388704^1.70306e-30
gi|951715918|gb|CP011131.1|^306^Lysobacter gummosus strain 3.2.11, partial genome^114751.0^172.0^0.5620915032679739^1.14751e-32
gi|689271676|gb|CP003811.1|^256^Methylobacterium oryzae CBMB20, partial genome^0.0100571^198.0^0.7734375^1.00571e-39
gi|951306652|gb|CP013141.1|^355^Lysobacter antibioticus strain ATCC 29479 genome^4.5658999999999993e-07^214.0^0.6028169014084507^4.5659e-44
gi|689271676|gb|CP003811.1|^485^Methylobacterium oryzae CBMB20, partial genome^1.30815e-07^216.0^0.44536082474226807^1.30815e-44
gi|959236254|emb|LN899827.1|^307^Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX^1397950.0^168.0^0.5472312703583062^1.39795e-31
gi|826168461|gb|CP011371.1|^306^[Polyangium] brachysporum strain DSM 7029, partial genome^59442500.0^162.0^0.5294117647058824^5.94425e-30
gi|169635761|emb|AM944592.1|^874^Streptomyces cattleya partial pcbAB gene for ACV synthetase, strain NRRL8057^4.8664299999999994e-51^376.0^0.4302059496567506^4.86643e-88
gi|1046920989|gb|CP016559.1|^285^Streptomyces clavuligerus strain F613-1, partial genome^4879340.0^166.0^0.5824561403508772^4.87934e-31
gi|951301122|gb|CP013140.1|^300^Lysobacter enzymogenes strain C3 genome^0.12252^194.0^0.6466666666666666^1.2252e-38
gi|959204059|emb|LN899819.1|^270^Ralstonia solanacearum genome assembly 9 genomes, chromosome : I^1397950.0^168.0^0.6222222222222222^1.39795e-31
gi|951715918|gb|CP011131.1|^350^Lysobacter gummosus strain 3.2.11, partial genome^0.0100571^198.0^0.5657142857142857^1.00571e-39
gi|347668095|gb|JN596952.1|^309^Lysobacter enzymogenes strain OH11 WAPS biosynthetic gene cluster, partial sequence^2527560000.0^156.0^0.5048543689320388^2.52756e-28
gi|689271676|gb|CP003811.1|^485^Methylobacterium oryzae CBMB20, partial genome^1.30815e-07^216.0^0.44536082474226807^1.30815e-44
gi|578005119|gb|CP007155.1|^319^Kutzneria albida DSM 43870, partial genome^1.4926^190.0^0.5956112852664577^1.4926e-37
gi|826168461|gb|CP011371.1|^253^[Polyangium] brachysporum strain DSM 7029, partial genome^30792000000.0^152.0^0.6007905138339921^3.0792e-27
gi|730587126|gb|CP009747.1|^353^Pseudomonas parafulva strain CRS01-1, partial genome^30792000000.0^152.0^0.43059490084985835^3.0792e-27
gi|45005|emb|X57310.1|^1238^Nocardia lactamdurans pcbAB and pcbC genes for alpha-aminoadipyl-L-cysteinyl-D-valine synthetase and isopenicillin N synthase^1.0738e-08^220.0^0.1777059773828756^1.0738e-45
gi|1752727|dbj|D50308.1|^348^Lysobacter lactamgenus DNA for alpha-aminoadipyl-cysteinyl-valine synthetase, partial cds^1.4926^190.0^0.5459770114942529^1.4926e-37
gi|951715918|gb|CP011131.1|^356^Lysobacter gummosus strain 3.2.11, partial genome^114751.0^172.0^0.48314606741573035^1.14751e-32
gi|146403799|gb|CP000494.1|^230^Bradyrhizobium sp. BTAi1, partial genome^375123000000.0^148.0^0.6434782608695652^3.75123e-26
